,owner,culture,religion,hre,base_tax,base_production,trade_goods,base_manpower,capital,is_city,center_of_trade,name,province_id,trade_node,middle_x_pos,middle_y_pos
620,Unowned,Unowned,Unowned,False,0,0,,0,CoastofOregon,False,0,CoastofOregon,1557,,805.0,450.0
621,Unowned,Unowned,Unowned,False,0,0,,0,CoastofColumbia,False,0,CoastofColumbia,1558,,811.0,338.0
622,Unowned,Unowned,Unowned,False,0,0,,0,HecateStrait,False,0,HecateStrait,1559,,728.0,243.0
623,HUN,transylvanian,catholic,False,3,3,wool,2,Temesvár,True,0,Temes,156,pest,3150.0,620.0
624,Unowned,Unowned,Unowned,False,0,0,,0,GulfofAlaska,False,0,GulfofAlaska,1560,,625.0,127.0
625,Unowned,Unowned,Unowned,False,0,0,,0,CoastofAlaska,False,0,CoastofAlaska,1561,,485.0,128.0
626,Unowned,Unowned,Unowned,False,0,0,,0,KuskowimBay,False,0,KuskowimBay,1562,,227.0,29.0
627,Unowned,Unowned,Unowned,False,0,0,,0,HattonBank,False,0,HattonBank,1563,,2533.0,589.0
628,Unowned,Unowned,Unowned,False,0,0,,0,EasternGibbsFracture,False,0,EasternGibbsFracture,1564,,2369.0,482.0
629,Unowned,Unowned,Unowned,False,0,0,,0,WesternGibbsFracture,False,0,WesternGibbsFracture,1565,,2160.0,417.0
630,Unowned,Unowned,Unowned,False,0,0,,0,IberianShelf,False,0,IberianShelf,1566,,2501.0,765.0
631,Unowned,Unowned,Unowned,False,0,0,,0,SeaofAzores,False,0,SeaofAzores,1567,,2395.0,703.0
632,Unowned,Unowned,Unowned,False,0,0,,0,CornerSeamounts,False,0,CornerSeamounts,1568,,2224.0,584.0
633,Unowned,Unowned,Unowned,False,0,0,,0,NewEnglandSeamounts,False,0,NewEnglandSeamounts,1569,,2059.0,501.0
634,HUN,transylvanian,orthodox,False,2,2,naval_supplies,1,Oradea,True,0,Bihar,157,pest,3163.0,580.0
635,Unowned,Unowned,Unowned,False,0,0,,0,SableIslandBank,False,0,SableIslandBank,1570,,1737.0,541.0
636,Unowned,Unowned,Unowned,False,0,0,,0,BlakePlataeu,False,0,BlakePlataeu,1571,,1688.0,662.0
637,Unowned,Unowned,Unowned,False,0,0,,0,WestBermudaSea,False,0,WestBermudaSea,1572,,1858.0,671.0
638,Unowned,Unowned,Unowned,False,0,0,,0,EastBermudaSea,False,0,EastBermudaSea,1573,,1899.0,546.0
639,Unowned,Unowned,Unowned,False,0,0,,0,SomeFunnySeaname,False,0,SomeFunnySeaname,1574,,1758.0,759.0
640,Unowned,Unowned,Unowned,False,0,0,,0,NorthernGuianaBasin,False,0,NorthernGuianaBasin,1575,,1907.0,836.0
641,Unowned,Unowned,Unowned,False,0,0,,0,GuianaBasin,False,0,GuianaBasin,1576,,1998.0,1007.0
642,Unowned,Unowned,Unowned,False,0,0,,0,SouthernGuianaBasin,False,0,SouthernGuianaBasin,1577,,2161.0,1121.0
643,Unowned,Unowned,Unowned,False,0,0,,0,CanaryApproach,False,0,CanaryApproach,1578,,2391.0,894.0
644,Unowned,Unowned,Unowned,False,0,0,,0,CapVerdeApproach,False,0,CapVerdeApproach,1579,,2330.0,1039.0
645,HUN,Unowned,catholic,False,3,3,wool,2,Maros,True,0,Maros,158,pest,3203.0,598.0
646,Unowned,Unowned,Unowned,False,0,0,,0,CentralAtlantic1,False,0,CentralAtlantic1,1580,,2225.0,764.0
647,Unowned,Unowned,Unowned,False,0,0,,0,CentralAtlantic2,False,0,CentralAtlantic2,1581,,2191.0,961.0
648,Unowned,Unowned,Unowned,False,0,0,,0,CentralAtlantic3,False,0,CentralAtlantic3,1582,,2053.0,673.0
649,Unowned,Unowned,Unowned,False,0,0,,0,CentralAtlantic4,False,0,CentralAtlantic4,1583,,2058.0,854.0
650,Unowned,Unowned,Unowned,False,0,0,,0,RomancheGap,False,0,RomancheGap,1584,,2351.0,1263.0
651,Unowned,Unowned,Unowned,False,0,0,,0,EastGuineaBasin,False,0,EastGuineaBasin,1585,,2773.0,1494.0
652,Unowned,Unowned,Unowned,False,0,0,,0,WestGuineaBasin,False,0,WestGuineaBasin,1586,,2600.0,1478.0
653,Unowned,Unowned,Unowned,False,0,0,,0,CoastofFalklands,False,0,CoastofFalklands,1587,,1902.0,1965.0
654,Unowned,Unowned,Unowned,False,0,0,,0,NewGeorgiaIslands,False,0,NewGeorgiaIslands,1588,,1985.0,1886.0
655,Unowned,Unowned,Unowned,False,0,0,,0,WesternAtlantic1,False,0,WesternAtlantic1,1589,,2047.0,1798.0
656,TUR,bulgarian,orthodox,False,2,2,fish,2,Silistra,True,0,Silistria,159,constantinople,3241.0,652.0
657,Unowned,Unowned,Unowned,False,0,0,,0,WesternAtlantic2,False,0,WesternAtlantic2,1590,,2146.0,1690.0
658,Unowned,Unowned,Unowned,False,0,0,,0,WesternAtlantic3,False,0,WesternAtlantic3,1591,,2269.0,1587.0
659,Unowned,Unowned,Unowned,False,0,0,,0,WesternAtlantic4,False,0,WesternAtlantic4,1592,,2248.0,1761.0
660,Unowned,Unowned,Unowned,False,0,0,,0,WesternAtlantic5,False,0,WesternAtlantic5,1593,,2160.0,1906.0
661,Unowned,Unowned,Unowned,False,0,0,,0,WesternAtlantic6,False,0,WesternAtlantic6,1594,,2016.0,2004.0
662,Unowned,Unowned,Unowned,False,0,0,,0,EastofMagellans,False,0,EastofMagellans,1595,,1844.0,2024.0
663,Unowned,Unowned,Unowned,False,0,0,,0,CentralAtlantic5,False,0,CentralAtlantic5,1596,,2333.0,1442.0
664,Unowned,Unowned,Unowned,False,0,0,,0,CentralAtlantic6,False,0,CentralAtlantic6,1597,,2479.0,1386.0
665,Unowned,Unowned,Unowned,False,0,0,,0,CentralAtlantic7,False,0,CentralAtlantic7,1598,,2446.0,1543.0
666,Unowned,Unowned,Unowned,False,0,0,,0,CentralAtlantic8,False,0,CentralAtlantic8,1599,,2391.0,1693.0
667,NOR,norwegian,catholic,False,2,2,fish,2,Marstrand,True,0,Bohuslan,16,,2988.0,349.0
668,WAL,romanian,orthodox,False,3,3,copper,2,Craiova,True,0,Oltenia,160,pest,3178.0,642.0
669,Unowned,Unowned,Unowned,False,0,0,,0,EasternAtlantic1,False,0,EasternAtlantic1,1600,,2627.0,1665.0
670,Unowned,Unowned,Unowned,False,0,0,,0,EasternAtlantic2,False,0,EasternAtlantic2,1601,,2824.0,1660.0
671,Unowned,Unowned,Unowned,False,0,0,,0,EasternAtlantic3,False,0,EasternAtlantic3,1602,,2832.0,1844.0
672,Unowned,Unowned,Unowned,False,0,0,,0,EasternAtlantic4,False,0,EasternAtlantic4,1603,,2928.0,1998.0
673,Unowned,Unowned,Unowned,False,0,0,,0,EasternAtlantic5,False,0,EasternAtlantic5,1604,,2659.0,1894.0
674,Unowned,Unowned,Unowned,False,0,0,,0,EasternAtlantic6,False,0,EasternAtlantic6,1605,,2461.0,1889.0
675,Unowned,Unowned,Unowned,False,0,0,,0,SouthernAtlantic1,False,0,SouthernAtlantic1,1606,,2341.0,1916.0
676,Unowned,Unowned,Unowned,False,0,0,,0,SouthernAtlantic2,False,0,SouthernAtlantic2,1607,,2264.0,2002.0
677,Unowned,Unowned,Unowned,False,0,0,,0,SouthernAtlantic3,False,0,SouthernAtlantic3,1608,,2503.0,2010.0
678,Unowned,Unowned,Unowned,False,0,0,,0,SouthernAtlantic4,False,0,SouthernAtlantic4,1609,,2700.0,2015.0
679,WAL,romanian,orthodox,False,5,5,livestock,3,Tîrgoviste,True,1,Tirgoviste,161,pest,3200.0,629.0
680,Unowned,Unowned,Unowned,False,0,0,,0,CapeofStorms,False,0,CapeofStorms,1610,,2299.0,178.0
681,Unowned,Unowned,Unowned,False,0,0,,0,GulfofBengal,False,0,GulfofBengal,1611,,4156.0,1133.0
682,Unowned,Unowned,Unowned,False,0,0,,0,NorthenBayofBengal,False,0,NorthenBayofBengal,1612,,4121.0,1208.0
683,Unowned,Unowned,Unowned,False,0,0,,0,SouthernBayofBengal,False,0,SouthernBayofBengal,1613,,4172.0,1279.0
684,Unowned,Unowned,Unowned,False,0,0,,0,CeylonSea,False,0,CeylonSea,1614,,4083.0,1289.0
685,Unowned,Unowned,Unowned,False,0,0,,0,CoastofMaldives,False,0,CoastofMaldives,1615,,3861.0,1196.0
686,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean1,False,0,IndianOcean1,1616,,3859.0,1305.0
687,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean2,False,0,IndianOcean2,1617,,3741.0,1523.0
688,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean3,False,0,IndianOcean3,1618,,3849.0,1412.0
689,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean4,False,0,IndianOcean4,1619,,3975.0,1359.0
690,HUN,slovak,catholic,False,3,2,grain,2,Kassa,True,0,Zemplen,162,pest,3148.0,553.0
691,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean5,False,0,IndianOcean5,1620,,3863.0,1537.0
692,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean6,False,0,IndianOcean6,1621,,4008.0,1506.0
693,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean7,False,0,IndianOcean7,1622,,4162.0,1412.0
694,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean8,False,0,IndianOcean8,1623,,4159.0,1539.0
695,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean9,False,0,IndianOcean9,1624,,4287.0,1517.0
696,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean10,False,0,IndianOcean10,1625,,3386.0,2015.0
697,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean11,False,0,IndianOcean11,1626,,3434.0,1956.0
698,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean12,False,0,IndianOcean12,1627,,3484.0,1866.0
699,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean13,False,0,IndianOcean13,1628,,3603.0,2018.0
700,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean14,False,0,IndianOcean14,1629,,3613.0,1931.0
701,VEN,greek,orthodox,False,5,5,fish,3,Heraklion,True,0,Crete,163,ragusa,3194.0,810.0
702,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean15,False,0,IndianOcean15,1630,,3653.0,1856.0
703,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean16,False,0,IndianOcean16,1631,,3779.0,2007.0
704,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean17,False,0,IndianOcean17,1632,,3988.0,2003.0
705,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean18,False,0,IndianOcean18,1633,,4237.0,1991.0
706,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean19,False,0,IndianOcean19,1634,,4462.0,2011.0
707,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean20,False,0,IndianOcean20,1635,,4745.0,2013.0
708,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean21,False,0,IndianOcean21,1636,,3802.0,1876.0
709,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean22,False,0,IndianOcean22,1637,,3983.0,1899.0
710,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean23,False,0,IndianOcean23,1638,,4220.0,1887.0
711,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean24,False,0,IndianOcean24,1639,,4453.0,1946.0
712,NAX,greek,orthodox,False,2,2,wine,2,Naxos,True,0,Naxos,164,constantinople,3194.0,773.0
713,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean25,False,0,IndianOcean25,1640,,4393.0,1836.0
714,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean26,False,0,IndianOcean26,1641,,4540.0,1634.0
715,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean27,False,0,IndianOcean27,1642,,4379.0,1599.0
716,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean28,False,0,IndianOcean28,1643,,4441.0,1717.0
717,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean29,False,0,IndianOcean29,1644,,4299.0,1661.0
718,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean30,False,0,IndianOcean30,1645,,4240.0,1727.0
719,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean31,False,0,IndianOcean31,1646,,4056.0,1728.0
720,Unowned,Unowned,Unowned,False,0,0,,0,IndianOcean32,False,0,IndianOcean32,1647,,3890.0,1721.0
721,Unowned,Unowned,Unowned,False,0,0,,0,LakeTchad,False,0,LakeTchad,1648,,3027.0,1181.0
722,Unowned,Unowned,Unowned,False,0,0,,0,LakeVictoria,False,0,LakeVictoria,1649,african_great_lakes,3324.0,1415.0
723,SWI,swiss,catholic,True,5,5,iron,3,Bern,True,1,Bern,165,champagne,2921.0,587.0
724,Unowned,Unowned,Unowned,False,0,0,,0,LakeTangayika,False,0,LakeTangayika,1650,,3276.0,1494.0
725,Unowned,Unowned,Unowned,False,0,0,,0,LakeMalawi,False,0,LakeMalawi,1651,,3346.0,1588.0
726,Unowned,Unowned,Unowned,False,0,0,,0,LakeKama,False,0,LakeKama,1652,white_sea,3404.0,170.0
727,Unowned,Unowned,Unowned,False,0,0,,0,LakeBalchasj,False,0,LakeBalchasj,1653,,3997.0,610.0
728,Unowned,Unowned,Unowned,False,0,0,,0,LakeBajkal,False,0,LakeBajkal,1654,,4470.0,456.0
729,Unowned,Unowned,Unowned,False,0,0,,0,PoyangLake,False,0,PoyangLake,1655,,4622.0,916.0
730,Unowned,Unowned,Unowned,False,0,0,,0,LakeTiticaca,False,0,LakeTiticaca,1656,,1724.0,1434.0
731,Unowned,Unowned,Unowned,False,0,0,,0,LakeNicaragua,False,0,LakeNicaragua,1657,,1468.0,989.0
732,Unowned,Unowned,Unowned,False,0,0,,0,Everglades,False,0,Everglades,1658,,1539.0,733.0
733,Unowned,Unowned,Unowned,False,0,0,,0,LakeOntario,False,0,LakeOntario,1659,,1590.0,431.0
734,SWI,swiss,catholic,True,4,4,iron,2,Schwyz,True,0,Schwyz,166,,2938.0,594.0
735,Unowned,Unowned,Unowned,False,0,0,,0,LakeErie,False,0,LakeErie,1660,,1538.0,463.0
736,Unowned,Unowned,Unowned,False,0,0,,0,LakeHuron,False,0,LakeHuron,1661,,1523.0,414.0
737,Unowned,Unowned,Unowned,False,0,0,,0,LakeMichigan,False,0,LakeMichigan,1662,,1459.0,430.0
738,Unowned,Unowned,Unowned,False,0,0,,0,LakeSuperior,False,0,LakeSuperior,1663,,1429.0,356.0
739,Unowned,Unowned,Unowned,False,0,0,,0,LakeNipigon,False,0,LakeNipigon,1664,,1425.0,312.0
740,Unowned,Unowned,Unowned,False,0,0,,0,LakeWinnipeg,False,0,LakeWinnipeg,1665,,1264.0,250.0
741,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific1,False,0,WesternPacific1,1666,,5458.0,324.0
742,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific2,False,0,WesternPacific2,1667,,5368.0,453.0
743,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific3,False,0,WesternPacific3,1668,,5508.0,427.0
744,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific4,False,0,WesternPacific4,1669,,5263.0,645.0
745,FRA,normand,catholic,False,4,4,glass,4,Rouen,True,0,Caux,167,english_channel,2819.0,541.0
746,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific5,False,0,WesternPacific5,1670,,5486.0,661.0
747,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific6,False,0,WesternPacific6,1671,,5296.0,867.0
748,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific7,False,0,WesternPacific7,1672,,5521.0,876.0
749,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific8,False,0,WesternPacific8,1673,,5150.0,1253.0
750,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific9,False,0,WesternPacific9,1674,,5215.0,1086.0
751,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific10,False,0,WesternPacific10,1675,,5556.0,1135.0
752,Unowned,Unowned,Unowned,False,0,0,,0,WesternPacific11,False,0,WesternPacific11,1676,,5347.0,1388.0
753,Unowned,Unowned,Unowned,False,0,0,,0,NorthernPacific1,False,0,NorthernPacific1,1677,,222.0,77.0
754,Unowned,Unowned,Unowned,False,0,0,,0,NorthernPacific2,False,0,NorthernPacific2,1678,,45.0,50.0
755,Unowned,Unowned,Unowned,False,0,0,,0,NorthernPacific3,False,0,NorthernPacific3,1679,,5557.0,225.0
756,FRA,normand,catholic,False,4,4,cloth,4,Caen,True,0,Normandie,168,english_channel,2803.0,550.0
757,Unowned,Unowned,Unowned,False,0,0,,0,NorthernPacific4,False,0,NorthernPacific4,1680,,140.0,242.0
758,Unowned,Unowned,Unowned,False,0,0,,0,NorthernPacific5,False,0,NorthernPacific5,1681,,344.0,251.0
759,Unowned,Unowned,Unowned,False,0,0,,0,NorthernPacific6,False,0,NorthernPacific6,1682,,560.0,270.0
760,Unowned,Unowned,Unowned,False,0,0,,0,NorthernPacific7,False,0,NorthernPacific7,1683,,65.0,380.0
761,Unowned,Unowned,Unowned,False,0,0,,0,NorthernPacific8,False,0,NorthernPacific8,1684,,669.0,443.0
762,Unowned,Unowned,Unowned,False,0,0,,0,NorthernPacific9,False,0,NorthernPacific9,1685,,175.0,364.0
763,Unowned,Unowned,Unowned,False,0,0,,0,NorthernPacific10,False,0,NorthernPacific10,1686,,434.0,415.0
764,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific1,False,0,CentralPacific1,1687,,770.0,625.0
765,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific2,False,0,CentralPacific2,1688,,526.0,608.0
766,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific3,False,0,CentralPacific3,1689,,291.0,577.0
767,BRI,breton,catholic,False,4,4,cloth,4,Saint-Malo,True,0,Armor,169,bordeaux,2770.0,562.0
768,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific4,False,0,CentralPacific4,1690,,84.0,568.0
769,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific5,False,0,CentralPacific5,1691,,5416.0,1066.0
770,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific6,False,0,CentralPacific6,1692,,96.0,987.0
771,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific7,False,0,CentralPacific7,1693,,643.0,822.0
772,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific8,False,0,CentralPacific8,1694,,853.0,794.0
773,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific9,False,0,CentralPacific9,1695,,992.0,910.0
774,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific10,False,0,CentralPacific10,1696,,811.0,938.0
775,Unowned,Unowned,Unowned,False,0,0,,0,CoastofHawaii,False,0,CoastofHawaii,1697,,299.0,1006.0
776,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific11,False,0,CentralPacific11,1698,,5405.0,1262.0
777,Unowned,Unowned,Unowned,False,0,0,,0,CentralPacific12,False,0,CentralPacific12,1699,,444.0,942.0
778,NOR,norwegian,catholic,False,3,3,fish,2,Oslo,True,1,Akershus,17,,2965.0,305.0
779,BRI,breton,catholic,False,3,3,naval_supplies,4,Brest,True,1,Finistere,170,bordeaux,2746.0,563.0
780,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific1,False,0,EasternPacific1,1700,,1356.0,1109.0
781,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific2,False,0,EasternPacific2,1701,,1188.0,1092.0
782,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific3,False,0,EasternPacific3,1702,,1393.0,1284.0
783,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific4,False,0,EasternPacific4,1703,,1491.0,1496.0
784,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific5,False,0,EasternPacific5,1704,,1499.0,1687.0
785,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific6,False,0,EasternPacific6,1705,,1535.0,1855.0
786,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific7,False,0,EasternPacific7,1706,,1574.0,1989.0
787,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific8,False,0,EasternPacific8,1707,,1034.0,1092.0
788,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific9,False,0,EasternPacific9,1708,,1251.0,1316.0
789,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific10,False,0,EasternPacific10,1709,,1393.0,1500.0
790,BRI,breton,catholic,False,3,3,fish,3,Vannes,True,0,Vannetais,171,bordeaux,2761.0,574.0
791,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific11,False,0,EasternPacific11,1710,,1299.0,1684.0
792,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific12,False,0,EasternPacific12,1711,,1051.0,1310.0
793,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific13,False,0,EasternPacific13,1712,,1183.0,1501.0
794,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific14,False,0,EasternPacific14,1713,,1077.0,1678.0
795,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific15,False,0,EasternPacific15,1714,,178.0,765.0
796,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific16,False,0,EasternPacific16,1715,,657.0,1045.0
797,Unowned,Unowned,Unowned,False,0,0,,0,EasternPacific17,False,0,EasternPacific17,1716,,883.0,1078.0
798,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific1,False,0,SouthernPacific1,1717,,1404.0,1862.0
799,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific2,False,0,SouthernPacific2,1718,,1354.0,1976.0
800,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific3,False,0,SouthernPacific3,1719,,1085.0,1978.0
801,BRI,breton,catholic,False,4,4,salt,4,Nantes,True,0,Vendee,172,bordeaux,2777.0,585.0
802,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific4,False,0,SouthernPacific4,1720,,855.0,1981.0
803,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific5,False,0,SouthernPacific5,1721,,585.0,1973.0
804,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific6,False,0,SouthernPacific6,1722,,313.0,1975.0
805,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific7,False,0,SouthernPacific7,1723,,114.0,1930.0
806,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific8,False,0,SouthernPacific8,1724,,285.0,1817.0
807,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific9,False,0,SouthernPacific9,1725,,616.0,1692.0
808,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific10,False,0,SouthernPacific10,1726,,149.0,1661.0
809,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific11,False,0,SouthernPacific11,1727,,511.0,1851.0
810,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific12,False,0,SouthernPacific12,1728,,362.0,1693.0
811,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific13,False,0,SouthernPacific13,1729,,732.0,1865.0
812,ENG,basque,catholic,False,3,3,wine,4,Bayonne,True,0,Labourd,173,bordeaux,2790.0,655.0
813,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific14,False,0,SouthernPacific14,1730,,1199.0,1843.0
814,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific15,False,0,SouthernPacific15,1731,,957.0,1849.0
815,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific16,False,0,SouthernPacific16,1732,,105.0,1421.0
816,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific17,False,0,SouthernPacific17,1733,,270.0,1514.0
817,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific18,False,0,SouthernPacific18,1734,,5544.0,1356.0
818,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific19,False,0,SouthernPacific19,1735,,233.0,1278.0
819,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific20,False,0,SouthernPacific20,1736,,575.0,1261.0
820,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific22,False,0,SouthernPacific22,1737,,718.0,1485.0
821,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific23,False,0,SouthernPacific23,1738,,483.0,1478.0
822,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific24,False,0,SouthernPacific24,1739,,823.0,1678.0
823,ENG,gascon,catholic,False,8,8,wine,5,Bordeaux,True,1,Gascogne,174,bordeaux,2798.0,634.0
824,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific25,False,0,SouthernPacific25,1740,,812.0,1276.0
825,Unowned,Unowned,Unowned,False,0,0,,0,SouthernPacific26,False,0,SouthernPacific26,1741,,962.0,1493.0
826,GEL,flemish,catholic,True,5,5,cloth,4,Roermond,True,0,Limburg,1742,english_channel,2899.0,508.0
827,BUR,wallonian,catholic,True,5,5,grain,2,Cambray,True,0,Cambray,1743,english_channel,2859.0,530.0
828,BRB,flemish,catholic,True,8,8,glass,3,Antwerp,True,2,Antwerpen,1744,english_channel,2878.0,505.0
829,SPA,castillian,catholic,False,3,3,naval_supplies,3,Santander,True,1,Cantabria,1745,sevilla,2743.0,664.0
830,SPA,castillian,catholic,False,3,3,cloth,2,Burgos,True,1,Burgos,1746,sevilla,2751.0,679.0
831,SPA,leonese,catholic,False,2,2,wool,2,Caceres,True,0,Caceres,1747,sevilla,2710.0,739.0
832,SPA,andalucian,catholic,False,3,4,wool,2,Jaén,True,0,LaMancha,1748,sevilla,2753.0,760.0
833,SPA,andalucian,catholic,False,5,4,naval_supplies,3,Cadiz,True,1,Cadiz,1749,sevilla,2714.0,790.0
834,FRA,gascon,catholic,False,5,5,wool,5,Auch,True,0,Armagnac,175,bordeaux,2809.0,652.0
835,SPA,catalan,catholic,False,3,3,salt,3,Alàcant,True,0,Alicante,1750,valencia,2798.0,752.0
836,MOR,moroccan,sunni,False,3,3,fish,1,Cebta,True,0,Ceuta,1751,sevilla,2723.0,808.0
837,MOS,russian,orthodox,False,5,5,grain,3,Rzhev,True,0,Rzhev,1752,,3327.0,384.0
838,MOS,russian,orthodox,False,3,3,cloth,3,Kostroma,True,0,Kostroma,1753,,3437.0,356.0
839,MOS,russian,orthodox,False,4,4,grain,4,Murom,True,0,Orel,1754,,3477.0,416.0
840,Unowned,russian,orthodox,False,2,2,fur,1,Ustyug,True,0,Ustyug,1755,white_sea,3511.0,304.0
841,MOL,romanian,orthodox,False,5,4,wool,2,Kilia,True,0,Budjak,1756,crimea,3265.0,613.0
842,PAL,bavarian,catholic,True,3,3,iron,3,Oberpfalz,True,0,Oberpfalz,1757,,2996.0,537.0
843,BRU,lower_saxon,catholic,True,4,4,cloth,4,Hannover,True,0,Hannover,1758,,2954.0,481.0
844,BRA,saxon,catholic,True,3,3,wool,2,Potsdam,True,0,Potsdam,1759,,3014.0,483.0
845,FRA,gascon,catholic,False,4,4,wool,4,Pau,True,0,Bearn,176,bordeaux,2802.0,664.0
846,TRI,hessian,catholic,True,4,4,grain,2,Koblenz,True,0,Koblenz,1760,,2921.0,524.0
847,PAL,hessian,catholic,True,4,4,wine,2,Worms,True,0,Pfalz,1761,,2928.0,539.0
848,HES,hessian,catholic,True,5,5,glass,3,Kassel,True,0,Kassel,1762,,2957.0,508.0
849,BOH,sorbian,catholic,True,2,2,livestock,1,Chotebuz,True,0,Niederlausitz,1763,,3029.0,489.0
850,TUR,bulgarian,orthodox,False,2,2,salt,1,Burgas,True,0,Burgas,1764,constantinople,3232.0,677.0
851,TUR,bulgarian,orthodox,False,4,4,iron,2,Sofia,True,0,Nis,1765,constantinople,3167.0,669.0
